"","camera_Rank","camera_p.value","gage_Rank","gage_p.value","globaltest_Rank","globaltest_p.value","gsva_Rank","gsva_p.value","ssgsea_Rank","ssgsea_p.value","zscore_Rank","zscore_p.value","ora_Rank","ora_p.value","padog_Rank","padog_p.value","roast_Rank","roast_p.value","safe_Rank","safe_p.value","camera_adj_p.value","gage_adj_p.value","globaltest_adj_p.value","gsva_adj_p.value","ssgsea_adj_p.value","zscore_adj_p.value","ora_adj_p.value","padog_adj_p.value","roast_adj_p.value","safe_adj_p.value","combined_p.value","Avg_Rank"
"hsa04146_Peroxisome",186,0.653069686701656,213,0.831504692974273,149,0.00793650793650794,225,0.573548812792459,201,0.405286382700885,78,0.00743955315832606,14,0.000117779522997734,106,0.33,69,0.006,21,0.08,0.99400247320935,0.998519813823545,0.0124594640723673,0.74433890371288,0.588774247505764,0.0278506349004001,0.00243459846647767,0.900560747663551,0.0243333333333333,0.776595744680851,0.00941926397118595,126.2
"hsa04150_mTOR_signaling_pathway",270,0.949520163791862,60,0.391244243552515,135,0.00793650793650794,246,0.647342600011128,242,0.679916903308262,148,0.0729901403453101,114,0.0497616904536269,267,0.94,107,0.018,273,0.92,0.994567650694826,0.998519813823545,0.0124594640723673,0.768390403265241,0.819663809249938,0.144007574194801,0.127459768530342,1,0.0486666666666667,0.973333333333333,0.251044858206369,186.2
"hsa04151_PI3K-Akt_signaling_pathway",169,0.620650588892287,134,0.626032167684246,87,0.00793650793650794,177,0.346947908074132,181,0.276181768702868,20,0.000301433927239765,6,8.03453324419925e-07,92,0.29,86,0.01,45,0.15,0.99400247320935,0.998519813823545,0.0124594640723673,0.569431529072146,0.445552908625622,0.00440093533770057,3.91013951217697e-05,0.887450980392157,0.033953488372093,0.776595744680851,0.000208073018333949,99.7
"hsa04152_AMPK_signaling_pathway",172,0.63043055285879,251,0.916099962877905,198,0.0158730158730159,156,0.267187561924261,219,0.508400734727333,113,0.0256024990967999,67,0.00553534119617141,237,0.86,154,0.055,195,0.6,0.99400247320935,0.998519813823545,0.0215577703949797,0.498268466896163,0.674066777246042,0.0661586702324386,0.0241241735713739,1,0.104285714285714,0.889340101522843,0.121582918181229,176.2
"hsa04210_Apoptosis",153,0.568768883402325,245,0.903509156727799,246,0.0317460317460317,105,0.133162345424743,172,0.261685880034714,26,0.000538775326969937,44,0.00181196853169138,277,0.96,67,0.005,223,0.72,0.99400247320935,0.998519813823545,0.036785084404132,0.368980429313697,0.441781395313976,0.0060508613644316,0.0118997142968388,1,0.0214705882352941,0.918793103448276,0.0111419406712888,155.8
"hsa04260_Cardiac_muscle_contraction",253,0.898521894995219,246,0.904605353412684,151,0.00793650793650794,277,0.869905728162641,152,0.182541705537162,153,0.0881373403257411,218,0.513619798945481,158,0.55,146,0.046,184,0.56,0.994567650694826,0.998519813823545,0.0124594640723673,0.9170125365469,0.350672223795073,0.168209825981153,0.684826398593974,0.990714285714286,0.092,0.866875,0.429989346559192,193.8
"hsa04261_Adrenergic_signaling_in_cardiomyocytes",261,0.910547720162462,101,0.516596376852103,76,0.00793650793650794,265,0.771894138857815,191,0.33992387356565,132,0.0545392178617596,229,0.740707693893691,59,0.15,66,0.005,51,0.16,0.994567650694826,0.998519813823545,0.0124594640723673,0.849657272331576,0.517036824406079,0.120647360724498,0.944483172999816,0.718032786885246,0.0214705882352941,0.776595744680851,0.259210309789022,143.1
"hsa04270_Vascular_smooth_muscle_contraction",141,0.536352511099709,131,0.609909687892922,31,0.00793650793650794,274,0.85800530464575,108,0.0788305518188209,61,0.00369898155737411,64,0.00516164827376878,47,0.11,57,0.004,53,0.16,0.99400247320935,0.998519813823545,0.0124594640723673,0.912136899233025,0.210920090501753,0.0177066002418564,0.0233230937881638,0.655510204081633,0.0188387096774194,0.776595744680851,0.011830883180352,96.7
"hsa04310_Wnt_signaling_pathway",189,0.656786244983124,258,0.932031009304006,232,0.0238095238095238,199,0.452220793510778,135,0.141724667669756,162,0.101213289464784,197,0.374800940669454,159,0.55,191,0.124,113,0.33,0.99400247320935,0.998519813823545,0.0292116846738695,0.663560159322348,0.306545207107917,0.182433830393315,0.555542511043049,0.990714285714286,0.188583333333333,0.830689655172414,0.54985695530955,183.5
"hsa04320_Dorso-ventral_axis_formation",122,0.465301311451926,265,0.947207212755741,237,0.0238095238095238,12,0.00358376175732448,192,0.339969418787559,252,0.640536718820182,277,1,282,0.97,280,0.878,261,0.85,0.99400247320935,0.998519813823545,0.0292116846738695,0.087204869428229,0.517036824406079,0.742209213871005,1,1,0.910170212765957,0.947328244274809,0.821650722509233,218
"hsa04330_Notch_signaling_pathway",160,0.589783704341397,241,0.899924693807726,64,0.00793650793650794,133,0.195369746616463,92,0.0391619739768855,268,0.809496960451959,131,0.0735369730399487,175,0.61,234,0.396,278,0.93,0.99400247320935,0.998519813823545,0.0124594640723673,0.428932075278249,0.124296700013593,0.881989225567059,0.163914474256985,1,0.494153846153846,0.976834532374101,0.459601734661855,177.6
"hsa04340_Hedgehog_signaling_pathway",221,0.765724682442051,236,0.890745064707745,127,0.00793650793650794,286,0.924603873161615,158,0.225089533934681,149,0.0815047164146217,78,0.00898443270284553,131,0.47,150,0.05,103,0.29,0.994567650694826,0.998519813823545,0.0124594640723673,0.944001157213957,0.41354759896149,0.159727363711876,0.0336340301183448,0.990714285714286,0.0973333333333333,0.822135922330097,0.159685156150214,163.9
"hsa04350_TGF-beta_signaling_pathway",257,0.906477961468842,123,0.581466032973237,123,0.00793650793650794,219,0.541432398255085,250,0.727009195818638,179,0.163923454475616,163,0.17735151236742,110,0.35,137,0.04,199,0.61,0.994567650694826,0.998519813823545,0.0124594640723673,0.716562900116255,0.848923016725894,0.267405858697653,0.317709457737955,0.904424778761062,0.0852554744525548,0.8906,0.453770063503022,176
"hsa04360_Axon_guidance",239,0.831019786492918,135,0.626449425023408,236,0.0238095238095238,235,0.613609071521484,221,0.510166978669093,91,0.0127688684437877,36,0.00121339198922405,252,0.9,99,0.017,251,0.83,0.994567650694826,0.998519813823545,0.0292116846738695,0.762441910145844,0.674066777246042,0.0409726328086376,0.00973139825053953,1,0.0481941747572816,0.947328244274809,0.0660679685354355,179.5
"hsa04370_VEGF_signaling_pathway",23,0.129974197024263,72,0.421766754252974,256,0.0396825396825397,15,0.00484514253943187,53,0.00846298750070772,22,0.000397420703421283,278,1,186,0.64,34,0.002,143,0.43,0.99400247320935,0.998519813823545,0.0449120216562077,0.0943187747676071,0.0466262707586161,0.00520906513378471,1,1,0.0124255319148936,0.859777777777778,0.0128240050247107,108.2
"hsa04380_Osteoclast_differentiation",74,0.324973755209287,217,0.836133043082446,235,0.0238095238095238,72,0.0584471956089455,262,0.770600533767537,40,0.00129791998682201,104,0.0310642770803904,201,0.71,118,0.025,52,0.16,0.99400247320935,0.998519813823545,0.0292116846738695,0.237035848858501,0.858837236107331,0.00927585910299128,0.0872189318026346,1,0.0613445378151261,0.776595744680851,0.0608076870832435,137.5
"hsa04390_Hippo_signaling_pathway",154,0.573249679446936,109,0.542617075634392,180,0.00793650793650794,191,0.409453492200837,100,0.0577589812517535,42,0.00143727798737019,160,0.166491023217671,171,0.6,37,0.002,86,0.24,0.99400247320935,0.998519813823545,0.0124594640723673,0.625970783888191,0.16865622525512,0.00976386216001885,0.303639129983287,1,0.0124255319148936,0.776595744680851,0.0247653156886068,123
"hsa04510_Focal_adhesion",72,0.319593629507816,73,0.422839333970581,82,0.00793650793650794,87,0.0881414083333126,21,0.00134653014615416,6,5.06042589487275e-05,27,0.000554641035067723,103,0.32,23,0.001,98,0.28,0.99400247320935,0.998519813823545,0.0124594640723673,0.293899572568032,0.0179345935720382,0.00221200144158976,0.00577284466512195,0.898461538461538,0.00941935483870968,0.822135922330097,0.000123842444882332,59.2
"hsa04512_ECM-receptor_interaction",226,0.78530111999094,130,0.60822817522143,196,0.0158730158730159,201,0.460591611343912,215,0.467811071212709,188,0.214186635917536,69,0.00724199440176118,190,0.67,169,0.072,101,0.29,0.994567650694826,0.998519813823545,0.0215577703949797,0.669118161753345,0.635352710670284,0.33267286004213,0.0298941330593927,1,0.124402366863905,0.822135922330097,0.280034242590869,168.5
"hsa04514_Cell_adhesion_molecules_(CAMs)",203,0.704193666970153,289,0.991096575766145,238,0.0238095238095238,252,0.679220585350547,251,0.729724921911642,52,0.00240454631060294,9,7.18744271461941e-06,283,0.98,26,0.001,211,0.66,0.99400247320935,0.998519813823545,0.0292116846738695,0.782326545953961,0.848923016725894,0.0134070352668587,0.000233192585852096,1,0.00941935483870968,0.892222222222222,0.00216635273095783,181.4
"hsa04520_Adherens_junction",219,0.760907018602875,117,0.561427205369099,201,0.0158730158730159,260,0.751149348608582,121,0.102237245908207,193,0.222725122871696,59,0.0043538446458711,23,0.05,213,0.237,94,0.25,0.994567650694826,0.998519813823545,0.0215577703949797,0.843598499206562,0.246721287646251,0.336972724759251,0.0215131875950414,0.584,0.324901408450704,0.776595744680851,0.220800206174407,150
"hsa04530_Tight_junction",98,0.39149784294029,238,0.89340738376239,208,0.0158730158730159,68,0.0542576618301919,168,0.246078811402283,288,0.953916711684597,95,0.0201978608611401,280,0.97,249,0.518,277,0.93,0.99400247320935,0.998519813823545,0.0215577703949797,0.230477069310381,0.427708410294444,0.967165554902439,0.0620818460152937,1,0.607453815261044,0.976834532374101,0.522341182387277,196.9
"hsa04540_Gap_junction",285,0.978750047598856,42,0.272031795202078,49,0.00793650793650794,203,0.46853111834992,220,0.509857977961815,185,0.193924438603157,222,0.552983651856652,113,0.35,109,0.019,115,0.33,0.994567650694826,0.998519813823545,0.0124594640723673,0.671456631173403,0.674066777246042,0.306086140930388,0.727347866406046,0.904424778761062,0.0508990825688073,0.830689655172414,0.464069920935093,154.3
"hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells",38,0.195140741526421,137,0.629111218221252,202,0.0158730158730159,132,0.192660039229238,52,0.00708335449841841,12,0.000115026743446615,79,0.00951476892193157,149,0.53,14,0.001,127,0.38,0.99400247320935,0.998519813823545,0.0215577703949797,0.426187359507101,0.0397757598757341,0.0027989840905343,0.0350954852453468,0.990714285714286,0.00941935483870968,0.856240601503759,0.00152398530982229,94.2
"hsa04610_Complement_and_coagulation_cascades",275,0.962499613443557,149,0.655187686048511,73,0.00793650793650794,170,0.310043248091376,216,0.473942870251742,122,0.0435903080108595,161,0.167417465504484,67,0.21,172,0.076,64,0.19,0.994567650694826,0.998519813823545,0.0124594640723673,0.527656249483695,0.640700546821799,0.104330901140746,0.303639129983287,0.876,0.129023255813953,0.776595744680851,0.302569622526579,146.9
"hsa04611_Platelet_activation",173,0.630690242065971,148,0.654506734239428,230,0.0238095238095238,79,0.0791386547356764,190,0.329434672110233,214,0.32085282210212,187,0.314064849986275,189,0.66,128,0.029,120,0.36,0.99400247320935,0.998519813823545,0.0292116846738695,0.292512495985032,0.506289075032568,0.434687772877375,0.49041142350798,1,0.06615625,0.854634146341463,0.474418317002124,165.8
"hsa04612_Antigen_processing_and_presentation",211,0.721301641107941,263,0.940028150397588,113,0.00793650793650794,166,0.305138717991274,261,0.770152797978823,151,0.0831225890996435,2,2.53062992289999e-09,163,0.56,198,0.154,196,0.6,0.99400247320935,0.998519813823545,0.0124594640723673,0.527656249483695,0.858837236107331,0.160740370974145,3.69471968743398e-07,0.990714285714286,0.227111111111111,0.889340101522843,0.000612498997962293,172.4
"hsa04614_Renin-angiotensin_system",255,0.90041596310616,38,0.260030009625064,12,0.00793650793650794,275,0.859033038661239,272,0.851547439256773,263,0.752599183205937,279,1,85,0.27,269,0.704,186,0.56,0.994567650694826,0.998519813823545,0.0124594640723673,0.912136899233025,0.912447559437356,0.835585404928264,1,0.887450980392157,0.764193308550186,0.866875,0.956548515730986,193.4
"hsa04620_Toll-like_receptor_signaling_pathway",110,0.416518645051145,218,0.836468635465592,244,0.0317460317460317,55,0.0405412204415762,87,0.0345794976960071,53,0.00243346872994352,176,0.245289394650007,290,1,88,0.011,244,0.8,0.99400247320935,0.998519813823545,0.036785084404132,0.213054447137564,0.116059923301541,0.0134070352668587,0.404658210383062,1,0.0365,0.945748987854251,0.0527842464357529,156.5
"hsa04621_NOD-like_receptor_signaling_pathway",145,0.547535628956386,270,0.966410512638079,170,0.00793650793650794,89,0.0916482999070251,107,0.0774095973618838,60,0.00365726850604165,60,0.0044205179989811,276,0.96,101,0.017,243,0.8,0.99400247320935,0.998519813823545,0.0124594640723673,0.300688804189341,0.210920090501753,0.0177066002418564,0.0215131875950414,1,0.0481941747572816,0.945748987854251,0.0144749234354202,152.1
"hsa04622_RIG-I-like_receptor_signaling_pathway",59,0.247163444189278,276,0.974644844173577,272,0.0793650793650794,35,0.023176221072902,159,0.225185165187935,37,0.0009499058833014,215,0.48063352352167,278,0.96,43,0.002,255,0.84,0.99400247320935,0.998519813823545,0.0852007469654528,0.190906574234221,0.41354759896149,0.00749655453848673,0.64974531883485,1,0.0124255319148936,0.947328244274809,0.0774526980144932,162.9
"hsa04623_Cytosolic_DNA-sensing_pathway",33,0.170475678158787,59,0.391162739923667,131,0.00793650793650794,27,0.0182188197701059,44,0.0054709731978144,55,0.0027107687028277,206,0.440199918332474,5,1e-04,117,0.022,35,0.12,0.99400247320935,0.998519813823545,0.0124594640723673,0.190906574234221,0.0351168994255181,0.0142831963715257,0.623972699772244,0.00292,0.0549059829059829,0.776595744680851,0.000752173477859549,71.2
"hsa04630_Jak-STAT_signaling_pathway",124,0.470166005236594,79,0.437331812302788,175,0.00793650793650794,138,0.213516439124451,116,0.0925787040245962,229,0.43791200929495,90,0.0155102431152307,177,0.62,256,0.597,56,0.17,0.99400247320935,0.998519813823545,0.0124594640723673,0.451788407422751,0.232467517989786,0.554969392878448,0.050322122107193,1,0.680953125,0.776595744680851,0.355721080414882,144
"hsa04640_Hematopoietic_cell_lineage",249,0.87401528092889,83,0.451913110337389,47,0.00793650793650794,187,0.39447857444391,109,0.0799953795726585,108,0.0211303237195353,86,0.0128866178771884,134,0.48,93,0.012,172,0.52,0.994567650694826,0.998519813823545,0.0124594640723673,0.615977239238619,0.210920090501753,0.0571301345009659,0.0437545630248723,0.990714285714286,0.0368842105263158,0.859777777777778,0.0458118252188164,126.8
"hsa04650_Natural_killer_cell_mediated_cytotoxicity",213,0.737287274882082,279,0.977470567930246,173,0.00793650793650794,137,0.209392185315931,246,0.702904963514173,116,0.0298201632926053,106,0.034238201385986,83,0.27,199,0.162,4,0.02,0.994567650694826,0.998519813823545,0.0124594640723673,0.446295752644175,0.834342477016823,0.0750645489779375,0.0943165547613955,0.887450980392157,0.237708542713568,0.776595744680851,0.230413859400317,155.6
"hsa04660_T_cell_receptor_signaling_pathway",11,0.0705315839323954,157,0.675876476714263,265,0.0555555555555556,4,0.000894153922480174,9,0.000110539032697121,1,4.19188597610069e-06,227,0.615293411547668,199,0.7,5,0.001,114,0.33,0.99400247320935,0.998519813823545,0.0612159329140461,0.0652732363410527,0.00358637750528436,0.000510927803430987,0.791478749656032,1,0.00941935483870968,0.830689655172414,0.000476446506496908,99.2
"hsa04662_B_cell_receptor_signaling_pathway",24,0.136352313520123,164,0.692543950422339,150,0.00793650793650794,24,0.0148623192686857,28,0.00222365836577928,43,0.0014378290167151,150,0.141464167158937,14,0.02,87,0.011,5,0.02,0.99400247320935,0.998519813823545,0.0124594640723673,0.180824884435676,0.0224988309421895,0.00976386216001885,0.275383578736064,0.417142857142857,0.0365,0.776595744680851,0.00430730816799935,68.9
"hsa04664_Fc_epsilon_RI_signaling_pathway",192,0.66679390877904,214,0.832219622667639,263,0.0476190476190476,114,0.156272915409101,157,0.222307737722571,109,0.0227948741733038,148,0.128844679839997,219,0.79,44,0.002,141,0.42,0.99400247320935,0.998519813823545,0.0528698171283723,0.395834730334055,0.413464072706948,0.0610651675101351,0.254207071035669,1,0.0124255319148936,0.859777777777778,0.13742342604423,160.1
"hsa04666_Fc_gamma_R-mediated_phagocytosis",210,0.721114429878158,201,0.787973415979324,166,0.00793650793650794,172,0.3108112154493,115,0.0910927093504999,105,0.0204058802856604,117,0.0517670089197993,146,0.52,106,0.018,154,0.47,0.99400247320935,0.998519813823545,0.0124594640723673,0.527656249483695,0.231296270698661,0.0562170198128226,0.129196295765653,0.990714285714286,0.0486666666666667,0.859777777777778,0.0837337343025676,149.2
"hsa04668_TNF_signaling_pathway",284,0.978604507418616,114,0.559370961438302,122,0.00793650793650794,290,0.986271162152096,291,0.991305777359218,155,0.0917984913827145,181,0.265953096851497,51,0.12,80,0.007,42,0.14,0.994567650694826,0.998519813823545,0.0124594640723673,0.993073032235903,0.994712326422308,0.172936512798404,0.429051404865399,0.673846153846154,0.02555,0.776595744680851,0.306797451323207,161
"hsa04670_Leukocyte_transendothelial_migration",90,0.373877573289221,209,0.822896528601138,257,0.0396825396825397,118,0.16047312446173,47,0.00565237764725806,286,0.946850819706821,52,0.00369857349912798,234,0.85,264,0.655,121,0.36,0.99400247320935,0.998519813823545,0.0449120216562077,0.395834730334055,0.0351168994255181,0.966714822917453,0.0207689127258725,1,0.724469696969697,0.854634146341463,0.262700823715233,167.8
"hsa04672_Intestinal_immune_network_for_IgA_production",165,0.597880972107488,160,0.679807286224252,101,0.00793650793650794,76,0.0744239898562646,129,0.117599347954151,280,0.899799318698751,8,5.36872953834983e-06,147,0.52,243,0.477,249,0.82,0.99400247320935,0.998519813823545,0.0124594640723673,0.285429506800487,0.266193872888466,0.938362146642983,0.000195958628149769,0.990714285714286,0.573185185185185,0.947328244274809,0.0393887809644428,155.8
"hsa04710_Circadian_rhythm",118,0.452220430455982,11,0.100001987788587,9,0.00793650793650794,148,0.243695578283114,62,0.0144564991255584,152,0.0856624146821021,48,0.0029461530549766,55,0.13,121,0.027,112,0.32,0.99400247320935,0.998519813823545,0.0124594640723673,0.480804789585603,0.0671717020488037,0.164562007152459,0.0175566671847585,0.690181818181818,0.0640975609756098,0.830689655172414,0.0264511397206345,83.6
"hsa04713_Circadian_entrainment",282,0.972308558849606,181,0.728224332958691,51,0.00793650793650794,210,0.502946153173498,256,0.749043952517412,199,0.252226263772806,170,0.224694476669452,94,0.29,139,0.042,104,0.3,0.994567650694826,0.998519813823545,0.0124594640723673,0.694773891824361,0.854378258340173,0.370100849355072,0.385945806985176,0.887450980392157,0.0876,0.826415094339623,0.508238399525314,168.6
"hsa04720_Long-term_potentiation",200,0.69539075828677,189,0.753594036973794,155,0.00793650793650794,267,0.779559124676157,145,0.164384417436938,183,0.17737609056767,209,0.465823447444104,185,0.64,204,0.181,230,0.73,0.99400247320935,0.998519813823545,0.0124594640723673,0.852551552080291,0.329782779609495,0.283026330304698,0.645424562234203,1,0.259078431372549,0.918793103448276,0.614134617633409,196.7
"hsa04721_Synaptic_vesicle_cycle",159,0.586947407984364,121,0.571016070364394,138,0.00793650793650794,198,0.449205321658724,153,0.184247640062869,258,0.735843529484326,94,0.0200921001417515,191,0.67,253,0.564,159,0.48,0.99400247320935,0.998519813823545,0.0124594640723673,0.662464413759331,0.351636018943515,0.828515337985714,0.0620818460152937,1,0.650940711462451,0.859777777777778,0.535177313911395,172.4
"hsa04722_Neurotrophin_signaling_pathway",35,0.182214408903966,81,0.44406514431875,184,0.00793650793650794,36,0.0237212197232954,60,0.0132010570498553,7,5.30274318189326e-05,134,0.0996952920740589,101,0.31,10,0.001,92,0.25,0.99400247320935,0.998519813823545,0.0124594640723673,0.190906574234221,0.0642451443092956,0.00221200144158976,0.217246457355412,0.887450980392157,0.00941935483870968,0.776595744680851,0.00207994919249688,74
"hsa04723_Retrograde_endocannabinoid_signaling",208,0.715248674143842,136,0.628318340079018,54,0.00793650793650794,287,0.935974094584325,77,0.0247281541716572,147,0.0721083519599882,153,0.153086937271794,11,0.01,100,0.017,61,0.18,0.99400247320935,0.998519813823545,0.0124594640723673,0.952095443329446,0.0937742989366741,0.143235637906915,0.29178672716747,0.265454545454545,0.0481941747572816,0.776595744680851,0.0840703903914513,123.4
"hsa04724_Glutamatergic_synapse",288,0.989367173962059,158,0.677584859198729,72,0.00793650793650794,167,0.305825121715573,173,0.263481091384028,202,0.265451328710916,56,0.00414800150228785,136,0.48,122,0.027,225,0.72,0.994567650694826,0.998519813823545,0.0124594640723673,0.527656249483695,0.441781395313976,0.383721722691027,0.0213844437428594,0.990714285714286,0.0640975609756098,0.918793103448276,0.135672143515252,159.9
"hsa04725_Cholinergic_synapse",91,0.377951152965292,257,0.929260363576132,46,0.00793650793650794,53,0.0390339640239466,174,0.264665589766644,269,0.812609601401984,55,0.00399408468009109,43,0.1,232,0.392,57,0.17,0.99400247320935,0.998519813823545,0.0124594640723673,0.213054447137564,0.441781395313976,0.882089232748622,0.0212049586652109,0.655510204081633,0.492515021459227,0.776595744680851,0.232209027050615,127.7
"hsa04726_Serotonergic_synapse",105,0.407520549845455,280,0.977827473266563,179,0.00793650793650794,71,0.0584021341289651,200,0.401885291237882,283,0.927938896932873,51,0.00355685496898547,214,0.77,265,0.671,139,0.42,0.99400247320935,0.998519813823545,0.0124594640723673,0.237035848858501,0.586752525207308,0.957449321216957,0.0203647382537991,1,0.739295880149813,0.859777777777778,0.367562203136273,178.7
"hsa04727_GABAergic_synapse",240,0.839527071010704,100,0.51612541245401,19,0.00793650793650794,173,0.319470268859074,166,0.244468410970433,233,0.451754832964357,223,0.561290992568088,42,0.1,94,0.012,47,0.15,0.994567650694826,0.998519813823545,0.0124594640723673,0.539221494259246,0.427708410294444,0.566147687663486,0.734963990268528,0.655510204081633,0.0368842105263158,0.776595744680851,0.372664333650109,133.7
"hsa04728_Dopaminergic_synapse",274,0.961814893451589,255,0.924983792927569,103,0.00793650793650794,233,0.61253594897156,260,0.769636022792576,178,0.144260080155725,143,0.121257129110811,24,0.05,125,0.028,11,0.04,0.994567650694826,0.998519813823545,0.0124594640723673,0.762441910145844,0.858837236107331,0.23665136744647,0.244915765217508,0.584,0.0648888888888889,0.776595744680851,0.320316225871822,160.6
"hsa04730_Long-term_depression",247,0.872989555329697,89,0.475185451860559,213,0.0158730158730159,278,0.875707595313365,188,0.315680396050948,184,0.184558610200216,92,0.0176228605671536,188,0.65,160,0.062,213,0.66,0.994567650694826,0.998519813823545,0.0215577703949797,0.917667005008306,0.488296830637228,0.292886490100343,0.0559334270174876,1,0.11315,0.892222222222222,0.334964607252584,185.2
"hsa04740_Olfactory_transduction",17,0.111552893955619,33,0.223954968519688,93,0.00793650793650794,45,0.031590476423598,40,0.00408243013214899,23,0.00041030307560633,144,0.121257129110811,21,0.05,38,0.002,91,0.25,0.99400247320935,0.998519813823545,0.0124594640723673,0.203310784276946,0.0298017399646877,0.00520906513378471,0.244915765217508,0.584,0.0124255319148936,0.776595744680851,0.00225036328597282,54.5
"hsa04742_Taste_transduction",75,0.325421418532953,248,0.911671092812968,162,0.00793650793650794,52,0.0388655736383898,65,0.0160991497724272,32,0.000681482422789397,61,0.00480752977797627,203,0.72,18,0.001,165,0.5,0.99400247320935,0.998519813823545,0.0124594640723673,0.213054447137564,0.0723143159857519,0.00621852710795325,0.0230130933634274,1,0.00941935483870968,0.859777777777778,0.00130239606342425,108.1
"hsa04744_Phototransduction",202,0.697896368610645,91,0.491544585678411,148,0.00793650793650794,291,0.995913819039644,267,0.831833000229214,182,0.176217743080957,171,0.230358417811437,64,0.17,168,0.072,89,0.24,0.99400247320935,0.998519813823545,0.0124594640723673,0.999336203297512,0.904334262311075,0.282722972415601,0.393091872277323,0.752121212121212,0.124402366863905,0.776595744680851,0.546252801874054,167.3
"hsa04750_Inflammatory_mediator_regulation_of_TRP_channels",25,0.139958917088536,37,0.256887023941154,48,0.00793650793650794,51,0.0383609063801516,22,0.00135123650200288,18,0.000256236544516071,122,0.0605073697455739,29,0.06,3,0.001,13,0.05,0.99400247320935,0.998519813823545,0.0124594640723673,0.213054447137564,0.0179345935720382,0.00398519238483335,0.144820917751701,0.598974358974359,0.00941935483870968,0.776595744680851,0.00088724730964236,36.8
"hsa04810_Regulation_of_actin_cytoskeleton",269,0.93585241281323,194,0.769875687386312,163,0.00793650793650794,258,0.71695158838718,185,0.306902092752123,103,0.0183293181927089,18,0.000162756114350921,274,0.96,164,0.069,181,0.54,0.994567650694826,0.998519813823545,0.0124594640723673,0.811433580655258,0.483920832649855,0.0517255107782691,0.00243459846647767,1,0.122853658536585,0.866373626373626,0.0329484222571426,180.9
"hsa04910_Insulin_signaling_pathway",14,0.0824275247675516,122,0.574089421427679,43,0.00793650793650794,13,0.00439628875000051,15,0.000380504092970183,4,4.09591561353994e-05,196,0.36481135766763,15,0.03,75,0.007,26,0.09,0.99400247320935,0.998519813823545,0.0124594640723673,0.0943187747676071,0.0072581269183561,0.00221200144158976,0.543494471627286,0.486666666666667,0.02555,0.776595744680851,0.000784302070068353,52.3
"hsa04911_Insulin_secretion",58,0.240570775264901,126,0.596093733396837,44,0.00793650793650794,63,0.0494364810465648,61,0.0142353385798875,228,0.419623553076303,113,0.0436933432994787,9,1e-04,250,0.534,19,0.07,0.99400247320935,0.998519813823545,0.0124594640723673,0.228073629121358,0.0671717020488037,0.537412620606493,0.112906692419892,0.00292,0.623712,0.776595744680851,0.015934393412716,97.1
"hsa04912_GnRH_signaling_pathway",132,0.500175129743896,120,0.56786770148811,115,0.00793650793650794,216,0.530999549510385,128,0.113958602217039,99,0.0155415090927051,169,0.207639356014494,104,0.32,50,0.003,83,0.23,0.99400247320935,0.998519813823545,0.0124594640723673,0.714051663884073,0.25996806130762,0.0458396025764636,0.358761490865279,0.898461538461538,0.0159272727272727,0.776595744680851,0.0807583884320326,121.6
"hsa04913_Ovarian_steroidogenesis",97,0.391202072827,142,0.642477025667313,21,0.00793650793650794,34,0.0229340089680147,287,0.955459029265562,215,0.321448958551163,12,9.10479877652399e-05,88,0.27,285,0.914,185,0.56,0.99400247320935,0.998519813823545,0.0124594640723673,0.190906574234221,0.971914336884532,0.434687772877375,0.00221550103562084,0.887450980392157,0.936449122807018,0.866875,0.14388428601526,136.6
"hsa04914_Progesterone-mediated_oocyte_maturation",181,0.640913293568095,173,0.7142871103997,79,0.00793650793650794,104,0.130409780515296,283,0.925152490825076,264,0.756554381560533,80,0.00961520143708132,102,0.31,186,0.117,179,0.53,0.99400247320935,0.998519813823545,0.0124594640723673,0.36615053760064,0.953712116430659,0.836672558722235,0.0350954852453468,0.887450980392157,0.183276595744681,0.859777777777778,0.347044011976878,163.1
"hsa04915_Estrogen_signaling_pathway",187,0.656096803527808,190,0.753755961351778,39,0.00793650793650794,251,0.666574273866662,165,0.241961226599748,118,0.0321647971531339,88,0.0133394795009137,25,0.05,104,0.018,12,0.04,0.99400247320935,0.998519813823545,0.0124594640723673,0.775456924179543,0.427708410294444,0.0795942438026704,0.044262818343941,0.584,0.0486666666666667,0.776595744680851,0.0712175946201204,117.9
"hsa04916_Melanogenesis",229,0.797913447844586,239,0.895188138043458,99,0.00793650793650794,185,0.386943967538358,154,0.187808163139361,191,0.222570088723947,226,0.608004379118591,211,0.75,166,0.07,229,0.73,0.994567650694826,0.998519813823545,0.0124594640723673,0.61074399200649,0.356103789848658,0.336972724759251,0.785563180100126,1,0.123132530120482,0.918793103448276,0.531449775736092,192.9
"hsa04917_Prolactin_signaling_pathway",130,0.491942950717556,186,0.746726850417609,254,0.0396825396825397,50,0.0379942514742385,105,0.0710392523846218,64,0.00486099566155798,149,0.138284454443037,173,0.6,11,0.001,65,0.19,0.99400247320935,0.998519813823545,0.0449120216562077,0.213054447137564,0.197556778060091,0.0221782927058583,0.271000407364877,1,0.00941935483870968,0.776595744680851,0.0371127864903938,118.7
